Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday
Zirca Mega Club,"3C River Valley Road, S(179022)","\$2.00 for 1st 2hr, \$1.00 for next subsequent hr from 7am to 5pm","\$2.00 for 1st hr, \$1.00 for next subsequent hr from 5pm to 7am the following day up to a maximum charge of \$5.00",Charges same as weekdays,\$2.50/entry from 7am to 7am the following day
Marina Bay Golf Course (MBGC),"80 Rhu Cross, S(437437)",Free Parking,Free Parking,Free Parking,Free Parking
Tanglin Public Golf Course & Tennis Courts,"130E Minden Road, S(248819)",Private Car Park,Private Car Park,Private Car Park,Private Car Park
Orchid Country Club (OCC),"1 Orchid Club Road, S(769162)",Free Parking,Free Parking,Free Parking,Free Parking
Laguna National Golf and Country Club,"11 Laguna Golf Green, S(488047)",Free Parking,Free Parking,Free Parking,Free Parking
Raffles Country Club (RCC),"450 Jalan Ahmad Ibrahim, S(639932)",Free Parking,Free Parking,Free Parking,Free Parking
Seletar Country Club,"101 Seletar Club Road, S(798273)",Free Parking,Free Parking,Free Parking,Free Parking
Sembawang Country Club,"249 Sembawang Road, S(758352)",Free Parking,Free Parking,Free Parking,Free Parking
Sentosa Golf Club (SGC),"27 Bukit Manis Road, S(099892)",Free Parking,Free Parking,Free Parking,Free Parking
Limbang Shopping Centre,"533 Choa Chu Kang Street 51, S(680533)",\$0.50/30min from 7am to 5pm,"\$1.00/entry from 5pm to 12midnight, \$2.00/entry from 12midnight to 7am the following day",Charges same as weekdays,"\$1.00/entry from 7am to 12midnight, \$2.00/entry from 12midnight to 7am the following day"
Civil Service Club (Tessensohn Clubhouse),"60 Tessensohn Road, S(217664)",(For Member): \$1.00/hr from 6am to 6pm (For Public): \$2.00/hr from 6am to 6pm,"(For Member): \$1.80/entry from 6pm to 3am the following day, \$1.50/hr from 3am to 6am (For Public): \$4.00/entry from 6pm to 3am the following day, \$2.00/hr from 3am to 6am",Charges same as weekdays,Charges same as weekdays
Civil Service Club (Bukit Batok Clubhouse),"91 Bukit Batok West Avenue 2, S(659206)",(For Member): \$1.00/hr from 6am to 5pm (For Public): \$1.80/hr from 6am to 5pm,"(For Member): \$1.50/entry from 5pm to 12midnight, \$1.50/hr from 12midnight to 6am the following day (For Public): \$3.50/entry from 5pm to 12midnight, \$2.00/hr from 12midnight to 6a",Charges same as weekdays,(For Member): \$1.50/entry from 6am to 6am the following day (For Public): \$3.50/entry from 6am to 6am the following day
Tanjong Pagar Railway Station,"30 Keppel Road, S(089059)",Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use
OG Albert,"60 Albert Street, S(189969)",\$1.20/30min from 7am to 10.59pm,\$1.20/30min from 7am to 11pm,Charges same as weekdays,Charges same as weekdays
Hotel Bencoolen,"47 Bencoolen Street, S(189626)",Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests
Lion City Hotel,"15 Tanjong Katong Road, S(436950)",Carpark closed,Carpark closed,Carpark closed,Carpark closed
ACTION Theatre,"42 Waterloo Street, S(187951)",Carpark closed,Carpark closed,Carpark closed,Carpark closed
The Necessary Stage,"278 Marine Parade Road, S(449282)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,Free Parking
Toy Factory Productions,"15A Smith Street, S(058929)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates
Singapore National Eye Centre (SNEC),"11 Third Hospital Avenue, S(168751)","\$0.036/min from 7am to 5.30pm, Additional \$3.00 Valet parking applicable to the normal parking fee",No Valet parking after 5.30pm,No Valet parking,No Valet parking
ParkwayHealth Day Surgery and Medical Centre,"363 Balestier Road, S(329784)","\$1.04 for 1st hr, \$0.53 for next subsequent 30min from 8am to 4.59pm",\$1.55/entry from 5pm to 7.59am the following day,Charges same as weekdays,Charges same as weekdays
Singapore National Eye Centre (SNEC Balestier Branch),"363 Balestier Road, S(329784)",Carpark closed,Carpark closed,Carpark closed,Carpark closed
"The Galen, Singapore Science Park II","61 Science Park Road, S(117525)","\$1.60 for 1st hr, \$1.07 for next subsequent 30min from 7.30am to 7.30pm",Free parking from 7.30pm to 7.30am the following day,Free Parking,Free Parking
Keppel Bay Tower,"1 Harbourfront Avenue, S(098632)",\$1.03/30min from 7am to 7pm,"\$3.10/entry from 7pm to 1am the following day, \$3.10/hr from 1am to 7am",Charges same as weekdays,Charges same as weekdays
Jurong Crocodile & Reptile Paradise ,"241 Jalan Ahmad Ibrahim, S(629143)","\$2.00/entry from 8am to 6pm, Free parking from 6pm to 7.59am the following day","\$2.00/entry from 8am to 6pm, Free parking from 6pm to 7.59am the following day",Charges same as weekdays,Charges same as weekdays
NUS Car Park 10A - CRISPS,Kent Ridge Road,\$1.20/hr from 8.30am to 7.30pm,Free Parking from 7.30pm to 8.30am the following day,\$1.20/hr with a Maximum Charge of \$2.60 from 8.30am to 5pm,Free Parking
NUS Car Park 4 - Raffles Hall / CFA Studios,Kent Ridge Crescent,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day
NUS Car Park 5 - Sports and Recreation Centre,Sports Drive 2,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day
NUS Car Park 6B - University Hall,Lower Kent Ridge Road,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day
NUS Car Park 10 - Block SoC 1,Lower Kent Ridge Road,"*\$0.0321/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0321/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day
NUS Car Park 12 - Hon Sui Sen Memorial Library,Hon Sui Sen Drive,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day
NUS Car Park 15 - In front of Temask and Eusoff Halls,Kent Ridge Drive,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 6.30pm to 8.29am the following day,*Free parking whole day from 8.30am to 8.29am the following day,*Free parking whole day from 8.30am to 8.29am the following day
NUS Car Park 16 - Lecture Theatre 11,Kent Ridge Drive,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day
NUS Car Park 10B - Prince George's Park Residences,Prince George's Park,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$2.568 for vehicles entering from 8.30am to 6pm and \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day
NUS Car Park 11 - In front of IMRE,Research Link,"*\$0.0214/min from 8.30am to 6pm, \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day
NUS Car Park 12A - Institute of Systems Science,"22 Heng Mui Keng Terrace, S(119615)","*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$2.568 for vehicles entering from 8.30am to 6pm and \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day
One George Street,"1 George Street, S(049145)",\$2.50/30min from 7am to 6pm,\$3.60/entry after 6pm to 7am the following day,"\$2.50/30min from 7am to 1pm, \$3.60/entry from 1pm to 7am the following day",\$3.60/entry from 7am to 7am the following day
Fairmont Singapore,"80 Bras Basah Road, S(189560)","\$2.20 for 1st 2hr, \$0.55 for next subsequent 15min from 8am to 6pm",\$3.00/entry from 6pm to 8am the following day,"\$2.20 for 1st 2hr, \$0.55 for next subsequent 15min from 8am to 8am the following day","\$2.20 for 1st 2hr, \$0.55 for next subsequent 15min from 8am to 8am the following day"
Singapore Turf Club (STC),"1 Turf Club Avenue Singapore Racecourse, S(738078)",\$3.00/entry from 9am to 5pm from Mon to Thurs,\$5.00/entry from 5pm to 8am the following day from Mon to Thurs,\$6.00/entry from 9am to 8pm from Fri to Sunday,\$6.00/entry from 9am to 8pm from Fri to Sunday
Safra Toa Payoh,"293 Lorong 6 Toa Payoh, S(319387)","(For Member): \$1.25/hr, \$0.32 for next subsequent 15min, (For Public): \$2.30/hr, \$0.58 for next subsequent 15min from 6am to 5.59pm","(For Member): \$2.40/entry, (For Public): \$4.00/entry from 6pm to 5.59am the following day",Charges same as weekdays,"(For Member): \$2.40/entry, (For Public): \$4.00/entry from 6am to 6am the following day"
Alliance Francaise de Singapour,"1 Sarkies Road, S(258130)",\$5.00/entry from 7am to 6pm,\$5.00/entry from 6pm to 7am the following day,Charges same as weekdays,Charges same as weekdays
Hock Seng Building,"114 Lavender Street, S(338729)",*,*,*,*
Marine Cove,"1000 East Coast Parkway, S(449876)",\$2.60/entry from 3am to 3am the following day,\$2.60/entry from 3am to 3am the following day,"\$2.60 for 1st 2hr, \$1.30 for next subsequent hr from 3am to 3am the following day","\$2.60 for 1st 2hr, \$1.30 for next subsequent hr from 3am to 3am the following day"
Strand Hotel,"25 Bencoolen Street, S(189619)",Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests
Raffles Town Club,"1 Plymouth Avenue, S(297753)","\$2.00 for 1st hr, \$1.50 till 5pm.",\$3.00/entry after 5 pm.,Charges same as weekdays,Charges same as weekdays
Orchard Grand Court,"131 Killiney Road, S(239571)","\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 5.59pm",\$4.00/entry from 6pm to 6.59am,Charges same as weekdays,\$4.00/entry from 7am to 7am the following day
Republic Polytechnic,"9 Woodlands Ave 9, S(738964)",\$1.00/hr from 7.01am to 10.30pm,\$1.00/hr from 10.31pm to 7.00am the following day,Charges same as weekdays,Charges same as weekdays
